area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,price_per_squrt
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1020.0,2,2,45.0,2,4411.76,4411.76
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1286.0,2,2,63.0,2,4898.91,4898.91
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1101.0,2,0,45.0,2,4087.19,4087.19
Built-up  Area,19-Dec,Uttarahalli,2 BHK,1345.0,2,1,67.0,2,4981.41,4981.41
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1175.0,2,2,47.0,2,4000.0,4000.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1390.0,2,2,62.55,3,4500.0,4500.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2,1,56.0,3,4210.53,4210.53
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1008.0,2,3,45.0,2,4464.29,4464.29
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1390.0,2,2,60.47,3,4350.36,4350.36
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1617.0,3,3,66.68,3,4123.69,4123.69
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1150.0,2,1,49.0,2,4260.87,4260.87
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2,1,56.0,3,4210.53,4210.53
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1200.0,2,2,44.0,2,3666.67,3666.67
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,882.0,2,1,30.0,2,3401.36,3401.36
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,993.0,2,1,39.71,2,3998.99,3998.99
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1045.0,2,1,45.0,2,4306.22,4306.22
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,850.0,2,2,37.93,2,4462.35,4462.35
Super built-up  Area,Ready To Move,Uttarahalli,6 BHK,3600.0,6,2,120.0,6,3333.33,3333.33
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1788.0,3,2,98.34,3,5500.0,5500.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1345.0,2,1,57.0,3,4237.92,4237.92
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1089.0,2,1,43.55,2,3999.08,3999.08
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1279.0,2,2,48.0,2,3752.93,3752.93
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1425.0,2,2,64.0,3,4491.23,4491.23
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1155.0,2,2,40.42,2,3499.57,3499.57
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1050.0,2,1,42.0,2,4000.0,4000.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1300.0,2,1,55.0,3,4230.77,4230.77
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,1250.0,2,1,55.0,3,4400.0,4400.0
Carpet  Area,Ready To Move,Uttarahalli,3 BHK,1700.0,3,2,88.0,3,5176.47,5176.47
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,1200.0,3,1,50.0,3,4166.67,4166.67
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1085.0,2,2,43.0,2,3963.13,3963.13
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1175.0,2,1,47.0,2,4000.0,4000.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1689.28,3,2,91.2,3,5398.75,5398.75
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1175.0,2,1,47.0,2,4000.0,4000.0
Super built-up  Area,20-Dec,Uttarahalli,2 BHK,1137.0,2,1,63.0,2,5540.9,5540.9
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1215.0,2,2,52.85,3,4349.79,4349.79
Super built-up  Area,18-Dec,Uttarahalli,2 BHK,1325.0,2,1,53.0,2,4000.0,4000.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1300.0,2,2,60.0,3,4615.38,4615.38
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,850.0,2,2,35.0,2,4117.65,4117.65
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1627.86,3,2,88.0,3,5405.87,5405.87
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1360.0,2,3,61.2,3,4500.0,4500.0
Super built-up  Area,20-Dec,Uttarahalli,1 BHK,661.0,1,1,36.0,1,5446.29,5446.29
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1134.0,2,1,45.36,2,4000.0,4000.0
Super built-up  Area,18-Oct,Uttarahalli,3 BHK,1320.0,2,3,55.44,3,4200.0,4200.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1390.0,2,2,61.16,3,4400.0,4400.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1090.0,2,2,45.0,2,4128.44,4128.44
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1050.0,2,1,42.0,2,4000.0,4000.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1123.0,2,1,48.0,2,4274.27,4274.27
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1329.0,2,1,56.0,3,4213.69,4213.69
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,938.0,2,0,35.0,2,3731.34,3731.34
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1100.0,1,2,45.0,2,4090.91,4090.91
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2,1,47.0,2,4177.78,4177.78
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1685.0,3,2,85.0,3,5044.51,5044.51
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1390.0,2,3,62.55,3,4500.0,4500.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1180.0,2,1,41.3,2,3500.0,3500.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1380.0,2,1,42.0,2,3043.48,3043.48
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1737.0,2,3,95.0,3,5469.2,5469.2
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1160.0,2,2,45.0,2,3879.31,3879.31
Super built-up  Area,18-Apr,Uttarahalli,3 BHK,1280.0,2,2,60.0,3,4687.5,4687.5
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1190.0,2,1,53.55,2,4500.0,4500.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2,1,57.0,3,4285.71,4285.71
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1560.0,3,3,74.0,3,4743.59,4743.59
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2,1,48.0,2,4266.67,4266.67
Super built-up  Area,18-Oct,Uttarahalli,3 BHK,1320.0,2,2,55.44,3,4200.0,4200.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1160.0,2,2,40.6,2,3500.0,3500.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1065.0,2,1,42.59,2,3999.06,3999.06
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1075.0,2,1,46.76,2,4349.77,4349.77
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1155.0,2,1,40.6,2,3515.15,3515.15
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1215.0,2,2,52.85,3,4349.79,4349.79
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1180.0,2,1,41.3,2,3500.0,3500.0
Super built-up  Area,19-Jul,Uttarahalli,2 BHK,1002.0,2,1,40.08,2,4000.0,4000.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1002.0,2,1,40.08,2,4000.0,4000.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1075.0,2,1,40.0,2,3720.93,3720.93
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1155.0,2,2,40.43,2,3500.43,3500.43
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1025.0,2,1,35.88,2,3500.49,3500.49
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2,1,47.65,2,4235.56,4235.56
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1300.0,2,2,55.0,2,4230.77,4230.77
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1025.0,2,1,35.88,2,3500.49,3500.49
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,980.0,2,1,45.0,2,4591.84,4591.84
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2,1,47.0,2,4177.78,4177.78
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1175.0,2,2,47.0,2,4000.0,4000.0
Super built-up  Area,18-May,Uttarahalli,3 BHK,1525.0,2,2,62.82,3,4119.34,4119.34
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1265.0,2,2,65.0,3,5138.34,5138.34
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1213.0,2,2,48.0,2,3957.13,3957.13
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,900.0,2,2,35.0,2,3888.89,3888.89
Super built-up  Area,18-Aug,Uttarahalli,2 BHK,1065.0,2,1,42.6,2,4000.0,4000.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2,1,47.0,2,4177.78,4177.78
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1270.0,2,2,55.25,3,4350.39,4350.39
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1270.0,2,1,55.25,3,4350.39,4350.39
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1107.0,2,1,45.0,2,4065.04,4065.04
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1200.0,2,1,55.0,2,4583.33,4583.33
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1460.0,3,3,76.0,3,5205.48,5205.48
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1500.0,3,1,68.0,3,4533.33,4533.33
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1120.0,2,1,50.0,2,4464.29,4464.29
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1150.0,2,1,46.0,2,4000.0,4000.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2,1,58.0,3,4360.9,4360.9
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1050.0,2,1,42.0,2,4000.0,4000.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2,1,48.0,2,4266.67,4266.67
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1345.0,2,1,57.0,3,4237.92,4237.92
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1345.0,2,1,57.0,3,4237.92,4237.92
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1000.0,2,0,52.0,2,5200.0,5200.0
Super built-up  Area,17-Apr,Uttarahalli,2 BHK,1037.0,2,1,36.0,2,3471.55,3471.55
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1000.0,2,2,39.5,2,3950.0,3950.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,1,2,45.0,2,4000.0,4000.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1160.0,2,2,40.58,2,3498.28,3498.28
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1123.0,2,2,60.0,2,5342.83,5342.83
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1000.0,2,1,35.0,2,3500.0,3500.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2,1,57.0,3,4285.71,4285.71
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2,1,47.0,2,4177.78,4177.78
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1165.0,1,0,42.09,2,3612.88,3612.88
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1260.0,2,2,55.0,2,4365.08,4365.08
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1284.0,2,2,53.36,2,4155.76,4155.76
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1150.0,2,1,45.99,2,3999.13,3999.13
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1290.0,2,3,56.12,3,4350.39,4350.39
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1328.0,2,1,56.0,3,4216.87,4216.87
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1040.0,2,2,36.4,2,3500.0,3500.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1290.0,2,2,56.12,3,4350.39,4350.39
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1075.0,2,1,46.76,2,4349.77,4349.77
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1345.0,2,1,57.0,3,4237.92,4237.92
Built-up  Area,Ready To Move,Varthur,2 BHK,1160.0,2,2,44.0,2,3793.1,3793.1
Super built-up  Area,17-Mar,Varthur,2 BHK,1385.0,2,3,80.0,2,5776.17,5776.17
Built-up  Area,Ready To Move,Varthur,2 BHK,1024.0,2,2,42.0,2,4101.56,4101.56
Super built-up  Area,Ready To Move,Varthur,2 BHK,1125.0,2,2,40.0,2,3555.56,3555.56
Super built-up  Area,Ready To Move,Varthur,2 BHK,1112.0,2,2,40.0,2,3597.12,3597.12
Super built-up  Area,20-Dec,Varthur,2 BHK,1055.0,2,2,45.35,2,4298.58,4298.58
Super built-up  Area,Ready To Move,Varthur,2 BHK,1280.0,2,1,65.0,2,5078.12,5078.12
Super built-up  Area,Ready To Move,Varthur,2 BHK,977.0,2,2,36.0,2,3684.75,3684.75
Super built-up  Area,Ready To Move,Varthur,3 BHK,1250.0,3,1,71.0,3,5680.0,5680.0
Plot  Area,18-Jul,Varthur,3 Bedroom,1200.0,3,1,67.75,3,5645.83,5645.83
Super built-up  Area,Ready To Move,Varthur,2 BHK,1111.0,2,2,41.88,2,3769.58,3769.58
Super built-up  Area,Ready To Move,Varthur,2 BHK,1140.0,2,3,55.5,2,4868.42,4868.42
Super built-up  Area,18-May,Varthur,2 BHK,1012.0,2,1,59.0,2,5830.04,5830.04
Super built-up  Area,Ready To Move,Varthur,2 BHK,1140.0,2,2,39.9,2,3500.0,3500.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,1090.0,2,2,48.0,2,4403.67,4403.67
Super built-up  Area,Ready To Move,Varthur,3 BHK,1450.0,3,2,71.0,3,4896.55,4896.55
Built-up  Area,Ready To Move,Varthur,2 BHK,1210.0,2,1,60.0,2,4958.68,4958.68
Super built-up  Area,20-Dec,Varthur,2 BHK,1070.0,2,2,46.0,2,4299.07,4299.07
Super built-up  Area,Ready To Move,Varthur,3 BHK,1360.0,2,3,85.0,3,6250.0,6250.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,965.0,2,1,34.0,2,3523.32,3523.32
Super built-up  Area,18-Apr,Varthur,2 BHK,1120.0,2,2,44.24,2,3950.0,3950.0
Super built-up  Area,Ready To Move,Varthur,3 BHK,1395.0,2,3,79.0,3,5663.08,5663.08
Super built-up  Area,18-Feb,Varthur,2 BHK,1085.0,2,1,45.0,2,4147.47,4147.47
Super built-up  Area,Ready To Move,Varthur,2 BHK,1250.0,2,2,47.0,2,3760.0,3760.0
Plot  Area,18-Jul,Varthur,3 Bedroom,1200.0,3,1,68.38,3,5698.33,5698.33
Built-up  Area,18-Apr,Varthur,2 BHK,1155.0,2,1,60.0,2,5194.81,5194.81
Super built-up  Area,Ready To Move,Varthur,2 BHK,1035.0,2,1,60.0,2,5797.1,5797.1
Super built-up  Area,Ready To Move,Varthur,2 BHK,1155.0,2,2,39.0,2,3376.62,3376.62
Super built-up  Area,18-Jan,Varthur,2 BHK,1180.0,2,2,55.0,2,4661.02,4661.02
Super built-up  Area,Ready To Move,Varthur,2 BHK,1738.0,2,1,57.35,2,3299.77,3299.77
Super built-up  Area,20-Dec,Varthur,2 BHK,1045.0,2,1,40.65,2,3889.95,3889.95
Super built-up  Area,Ready To Move,Varthur,2 BHK,1155.0,2,2,39.0,2,3376.62,3376.62
Super built-up  Area,18-Sep,Varthur,2 BHK,1210.0,2,1,64.15,2,5301.65,5301.65
Super built-up  Area,Ready To Move,Varthur,2 BHK,1105.0,2,3,38.0,2,3438.91,3438.91
Super built-up  Area,Ready To Move,Varthur,3 BHK,1560.0,3,2,90.0,3,5769.23,5769.23
Super built-up  Area,18-Jul,Varthur,2 BHK,1760.0,2,1,85.0,2,4829.55,4829.55
Super built-up  Area,Ready To Move,Varthur,2 BHK,1210.0,2,2,54.0,2,4462.81,4462.81
Super built-up  Area,Ready To Move,Varthur,2 BHK,1112.0,2,2,40.0,2,3597.12,3597.12
Super built-up  Area,18-May,Varthur,2 BHK,1000.0,1,1,65.0,2,6500.0,6500.0
Super built-up  Area,19-Dec,Varthur Road,2 BHK,900.0,2,1,27.0,2,3000.0,3000.0
Built-up  Area,Ready To Move,Varthur Road,2 BHK,1277.0,2,2,59.0,2,4620.2,4620.2
Super built-up  Area,Ready To Move,Varthur Road,3 BHK,1247.0,2,2,58.0,3,4651.16,4651.16
Super built-up  Area,Ready To Move,Varthur Road,2 BHK,1050.0,2,2,42.7,2,4066.67,4066.67
Super built-up  Area,18-Aug,Varthur Road,2 BHK,1255.0,2,2,52.76,2,4203.98,4203.98
Super built-up  Area,19-Dec,Varthur Road,2 BHK,1033.0,2,2,32.0,2,3097.77,3097.77
Super built-up  Area,18-Aug,Varthur Road,2 BHK,1140.0,2,2,49.11,2,4307.89,4307.89
Super built-up  Area,18-Dec,Varthur Road,2 BHK,850.0,2,1,25.4,2,2988.24,2988.24
Built-up  Area,Ready To Move,Vasanthapura,2 BHK,1022.0,2,2,40.0,2,3913.89,3913.89
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,1135.0,2,1,39.73,2,3500.44,3500.44
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,995.0,2,1,34.82,2,3499.5,3499.5
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,995.0,2,1,34.82,2,3499.5,3499.5
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,1037.0,2,1,36.28,2,3498.55,3498.55
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,978.0,2,1,34.22,2,3498.98,3498.98
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,1037.0,2,1,36.28,2,3498.55,3498.55
Plot  Area,Ready To Move,Vidyaranyapura,2 Bedroom,1440.0,2,0,95.0,2,6597.22,6597.22
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1062.0,2,3,38.0,2,3578.15,3578.15
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1200.0,2,2,55.0,2,4583.33,4583.33
Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,1200.0,4,0,90.0,4,7500.0,7500.0
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1060.0,2,2,55.0,2,5188.68,5188.68
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1100.0,2,1,54.0,2,4909.09,4909.09
Built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1440.0,2,0,70.0,3,4861.11,4861.11
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1100.0,2,1,54.0,2,4909.09,4909.09
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1000.0,2,1,35.0,2,3500.0,3500.0
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1120.0,2,1,70.0,2,6250.0,6250.0
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,945.0,2,1,40.0,2,4232.8,4232.8
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1100.0,2,1,54.0,2,4909.09,4909.09
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1200.0,2,2,65.0,3,5416.67,5416.67
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1200.0,2,2,52.0,2,4333.33,4333.33
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1050.0,2,1,50.0,2,4761.9,4761.9
Super built-up  Area,18-May,Vidyaranyapura,2 BHK,1188.0,2,1,50.0,2,4208.75,4208.75
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1100.0,2,1,75.0,3,6818.18,6818.18
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1100.0,2,2,72.0,3,6545.45,6545.45
Built-up  Area,Ready To Move,Vidyaranyapura,4 BHK,2400.0,5,1,135.0,4,5625.0,5625.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1100.0,2,1,41.0,2,3727.27,3727.27
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1200.0,2,2,60.5,2,5041.67,5041.67
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1200.0,2,1,42.0,2,3500.0,3500.0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1704.0,3,2,110.0,3,6455.4,6455.4
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1933.0,3,1,129.0,3,6673.56,6673.56
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1450.0,3,0,100.0,3,6896.55,6896.55
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,1580.0,2,0,134.0,3,8481.01,8481.01
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1826.0,3,2,121.0,3,6626.51,6626.51
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1739.0,3,1,116.0,3,6670.5,6670.5
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1490.0,3,2,100.0,3,6711.41,6711.41
Super built-up  Area,20-Jun,Vijayanagar,2 BHK,1180.0,2,2,65.0,2,5508.47,5508.47
Super built-up  Area,21-Jun,Vijayanagar,1 BHK,606.0,1,0,34.78,1,5739.27,5739.27
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,1352.0,2,2,68.0,2,5029.59,5029.59
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1527.0,3,2,115.0,3,7531.11,7531.11
Built-up  Area,Ready To Move,Vijayanagar,2 BHK,989.0,2,0,60.0,2,6066.73,6066.73
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1520.0,2,1,103.0,3,6776.32,6776.32
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1749.0,3,1,117.0,3,6689.54,6689.54
Super built-up  Area,21-Jun,Vijayanagar,2 BHK,1046.0,2,1,75.0,2,7170.17,7170.17
Super built-up  Area,19-Dec,Vijayanagar,1 BHK,606.0,1,1,40.0,1,6600.66,6600.66
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,1200.0,2,2,62.0,2,5166.67,5166.67
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1760.0,3,1,140.0,3,7954.55,7954.55
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,2047.0,3,2,136.0,3,6643.87,6643.87
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1200.0,2,1,75.0,3,6250.0,6250.0
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,1178.0,2,3,82.0,2,6960.95,6960.95
Built-up  Area,Ready To Move,Vijayanagar,2 BHK,864.0,2,0,45.0,2,5208.33,5208.33
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,920.0,2,2,60.0,2,6521.74,6521.74
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,1019.0,2,1,58.0,2,5691.85,5691.85
Plot  Area,Ready To Move,Vijayanagar,5 Bedroom,2400.0,6,3,125.0,5,5208.33,5208.33
Super built-up  Area,21-Jun,Vijayanagar,2 BHK,1180.0,2,1,86.0,2,7288.14,7288.14
Super built-up  Area,21-Jun,Vijayanagar,2 BHK,1046.0,2,0,49.06,2,4690.25,4690.25
Built-up  Area,Ready To Move,Vijayanagar,1 Bedroom,2400.0,2,0,230.0,1,9583.33,9583.33
Super built-up  Area,21-Jun,Vijayanagar,1 BHK,492.0,1,1,40.0,1,8130.08,8130.08
Plot  Area,Ready To Move,Vishveshwarya Layout,1 Bedroom,750.0,1,1,30.0,1,4000.0,4000.0
Built-up  Area,Ready To Move,Vishveshwarya Layout,4 BHK,2000.0,4,1,75.0,4,3750.0,3750.0
Super built-up  Area,Ready To Move,Vishveshwarya Layout,6 BHK,2100.0,6,0,92.0,6,4380.95,4380.95
Plot  Area,Ready To Move,Vishveshwarya Layout,4 Bedroom,2000.0,3,0,90.0,4,4500.0,4500.0
Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,820.0,2,1,30.0,2,3658.54,3658.54
Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,770.0,2,2,30.0,2,3896.1,3896.1
Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,910.0,2,3,36.0,2,3956.04,3956.04
Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,890.0,2,3,37.0,2,4157.3,4157.3
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2,1,71.0,2,5056.98,5056.98
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,67.0,2,5377.21,5377.21
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2,1,69.3,2,4935.9,4935.9
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,67.3,2,5401.28,5401.28
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,64.5,2,5176.57,5176.57
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,64.5,2,5176.57,5176.57
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,68.0,2,5457.46,5457.46
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1238.0,2,1,67.0,2,5411.95,5411.95
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2,1,75.0,2,5341.88,5341.88
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,65.0,2,5216.69,5216.69
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1238.0,2,1,67.0,2,5411.95,5411.95
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,67.4,2,5409.31,5409.31
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1259.0,2,1,67.4,2,5353.46,5353.46
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2,1,68.8,2,4900.28,4900.28
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,62.3,2,5000.0,5000.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,63.0,2,5056.18,5056.18
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,67.4,2,5409.31,5409.31
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,65.4,2,5248.8,5248.8
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1238.0,2,1,67.32,2,5437.8,5437.8
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,67.4,2,5409.31,5409.31
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,67.3,2,5401.28,5401.28
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2,2,70.0,2,4985.75,4985.75
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1259.0,2,1,67.48,2,5359.81,5359.81
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2,1,75.0,2,5341.88,5341.88
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,67.0,2,5377.21,5377.21
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2,1,72.0,2,5128.21,5128.21
