,area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_squrt
10330,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1252.0,2.0,1.0,67.0,2,5351.437699680511
10331,Super built-up  Area,18-Mar,Bannerghatta Road,3 BHK,1885.0,3.0,1.0,125.0,3,6631.29973474801
10332,Built-up  Area,Ready To Move,Kaikondrahalli,6 BHK,3381.0,6.0,3.0,225.0,6,6654.835847382431
10333,Super built-up  Area,Ready To Move,Hormavu,2 BHK,980.0,2.0,2.0,42.0,2,4285.714285714285
10334,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2500.0,3.0,3.0,340.0,3,13600.0
10335,Super built-up  Area,19-Jan,Banashankari,3 BHK,1420.0,3.0,1.0,66.0,3,4647.887323943662
10336,Built-up  Area,Ready To Move,other,3 BHK,2312.0,3.0,2.0,156.0,3,6747.404844290658
10337,Super built-up  Area,Ready To Move,Kaggadasapura,4 BHK,3000.0,4.0,,130.0,4,4333.333333333333
10338,Built-up  Area,Ready To Move,other,2 BHK,1175.0,2.0,1.0,70.0,2,5957.446808510638
10339,Super built-up  Area,Ready To Move,other,2 BHK,1145.0,2.0,2.0,51.0,2,4454.14847161572
10340,Built-up  Area,Ready To Move,Bhoganhalli,2 BHK,970.0,2.0,1.0,52.5,2,5412.371134020618
10341,Super built-up  Area,19-Sep,Whitefield,3 BHK,1639.5,3.0,0.0,92.63,3,5649.893260140287
10342,Built-up  Area,Ready To Move,9th Phase JP Nagar,4 BHK,5000.0,4.0,,300.0,4,6000.0
10343,Built-up  Area,Ready To Move,other,3 BHK,2150.0,3.0,3.0,240.0,3,11162.790697674418
10344,Super built-up  Area,18-Jul,Ramagondanahalli,3 BHK,1635.0,3.0,1.0,57.0,3,3486.238532110092
10345,Built-up  Area,Ready To Move,Harlur,3 Bedroom,3425.0,3.0,1.0,320.0,3,9343.065693430655
10346,Built-up  Area,19-Mar,Hennur Road,4 Bedroom,2950.0,4.0,3.0,253.0,4,8576.271186440677
10347,Super built-up  Area,18-Dec,Jalahalli,1 BHK,1200.0,2.0,1.0,66.0,1,5500.0
10348,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1335.0,2.0,2.0,73.43,3,5500.374531835207
10349,Super built-up  Area,Ready To Move,Hebbal,4 BHK,4450.0,6.0,0.0,449.0,4,10089.88764044944
10350,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1166.0,2.0,1.0,64.08,2,5495.711835334477
10351,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2390.0,3.0,1.0,372.0,3,15564.853556485356
10352,Super built-up  Area,Ready To Move,Shivaji Nagar,3 BHK,1460.0,2.0,1.0,90.0,3,6164.383561643836
10353,Super built-up  Area,Ready To Move,other,3 BHK,1690.0,3.0,3.0,50.0,3,2958.579881656805
10354,Plot  Area,Ready To Move,other,4 Bedroom,1386.0,3.0,2.0,93.0,4,6709.95670995671
10355,Super built-up  Area,Ready To Move,other,2 BHK,1090.0,2.0,2.0,32.0,2,2935.779816513761
10356,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1390.0,2.0,1.0,72.0,2,5179.856115107914
10357,Built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,1095.0,2.0,1.0,85.41,2,7800.0
10358,Super built-up  Area,19-Dec,Kengeri,1 BHK,416.0,1.0,1.0,17.19,1,4132.211538461539
10359,Super built-up  Area,Ready To Move,other,3 BHK,2400.0,2.0,3.0,50.0,3,2083.333333333333
10360,Built-up  Area,Ready To Move,Yelahanka,3 BHK,1350.0,2.0,3.0,85.0,3,6296.2962962962965
10361,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1453.0,2.0,2.0,73.0,3,5024.088093599449
10362,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1226.0,2.0,1.0,65.0,2,5301.794453507341
10363,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1168.0,2.0,1.0,68.0,3,5821.917808219178
10364,Super built-up  Area,19-Dec,Bannerghatta,3 BHK,1776.0,3.0,2.0,124.0,3,6981.981981981982
10365,Built-up  Area,Ready To Move,Whitefield,3 BHK,1634.0,3.0,2.0,68.0,3,4161.566707466341
10366,Plot  Area,Ready To Move,Hormavu,2 Bedroom,860.0,2.0,0.0,56.0,2,6511.627906976744
10367,Plot  Area,Ready To Move,other,3 Bedroom,2800.0,3.0,1.0,400.0,3,14285.714285714286
10368,Super built-up  Area,Ready To Move,Nagasandra,3 BHK,1650.0,3.0,2.0,95.0,3,5757.575757575758
10369,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1190.0,2.0,1.0,70.0,2,5882.35294117647
10370,Super built-up  Area,18-Aug,JP Nagar,2 BHK,1133.0,2.0,1.0,33.99,2,3000.0
10371,Super built-up  Area,Ready To Move,other,3 BHK,1559.0,3.0,2.0,62.0,3,3976.9082745349583
10372,Plot  Area,Ready To Move,Horamavu Banaswadi,3 Bedroom,1448.0,4.0,0.0,118.0,3,8149.171270718232
10373,Super built-up  Area,Ready To Move,other,4 BHK,6652.0,6.0,1.0,510.0,4,7666.867107636801
10374,Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,976.0,2.0,1.0,50.0,2,5122.950819672131
10375,Plot  Area,Ready To Move,other,4 Bedroom,1350.0,4.0,3.0,240.0,4,17777.777777777777
10376,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1590.0,2.0,2.0,54.0,3,3396.22641509434
10377,Super built-up  Area,19-Dec,Binny Pete,4 BHK,2940.0,6.0,2.0,201.0,4,6836.734693877551
10378,Built-up  Area,Ready To Move,Yelahanka,3 BHK,1633.0,3.0,2.0,110.0,3,6736.068585425597
10379,Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,1151.0,2.0,2.0,46.0,2,3996.524761077324
10380,Super built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,1400.0,2.0,2.0,42.0,3,3000.0
10381,Super built-up  Area,17-Apr,Uttarahalli,2 BHK,1037.0,2.0,1.0,36.0,2,3471.552555448409
10382,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1188.0,2.0,1.0,36.0,2,3030.3030303030305
10383,Super built-up  Area,Ready To Move,other,2 BHK,1060.0,2.0,1.0,52.0,2,4905.66037735849
10384,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2215.0,4.0,2.0,162.0,3,7313.769751693002
10385,Super built-up  Area,Ready To Move,Hennur,2 BHK,1255.0,2.0,2.0,54.5,2,4342.629482071713
10386,Plot  Area,Ready To Move,other,3 Bedroom,2500.0,2.0,1.0,300.0,3,12000.0
10387,Super built-up  Area,17-Apr,Harlur,4 BHK,2569.0,5.0,3.0,180.0,4,7006.617360840794
10388,Super built-up  Area,18-Dec,ITPL,2 BHK,900.0,2.0,1.0,27.0,2,3000.0
10389,Super built-up  Area,18-Aug,Kudlu Gate,2 BHK,1183.0,2.0,1.0,79.54,2,6723.584108199494
10390,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1100.0,2.0,2.0,44.0,2,4000.0
10391,Super built-up  Area,Ready To Move,GM Palaya,3 BHK,1643.0,2.0,2.0,70.0,3,4260.49908703591
10392,Super built-up  Area,Ready To Move,other,3 BHK,1500.0,2.0,2.0,120.0,3,8000.0
10393,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1291.0,2.0,1.0,75.0,2,5809.450038729667
10394,Plot  Area,17-Oct,Hennur,3 Bedroom,1150.0,3.0,2.0,80.0,3,6956.521739130435
10395,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1060.0,2.0,1.0,55.0,2,5188.679245283019
10396,Built-up  Area,Ready To Move,other,4 Bedroom,1700.0,3.0,2.0,55.0,4,3235.294117647059
10397,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1236.0,2.0,1.0,58.0,2,4692.556634304207
10398,Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,1350.0,2.0,2.0,39.0,3,2888.8888888888887
10399,Built-up  Area,Ready To Move,Pai Layout,6 Bedroom,3800.0,6.0,,175.0,6,4605.263157894737
10400,Built-up  Area,Ready To Move,Haralur Road,4 BHK,4694.0,5.0,,375.0,4,7988.922028121005
10401,Built-up  Area,18-Dec,Electronic City,2 BHK,1200.0,2.0,1.0,34.66,2,2888.333333333333
10402,Plot  Area,Ready To Move,Hulimavu,4 Bedroom,1200.0,4.0,1.0,75.0,4,6250.0
10403,Built-up  Area,Ready To Move,Harlur,2 BHK,1225.0,2.0,2.0,56.0,2,4571.428571428572
10404,Super built-up  Area,18-Apr,Thanisandra,2 BHK,1056.0,2.0,1.0,75.0,2,7102.272727272727
10405,Super built-up  Area,18-Jun,9th Phase JP Nagar,3 BHK,1240.0,2.0,2.0,42.85,3,3455.6451612903224
10406,Super built-up  Area,17-Oct,Banashankari,3 BHK,1200.0,3.0,2.0,74.52,3,6210.0
10407,Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,1850.0,3.0,2.0,110.0,3,5945.945945945946
10408,Super built-up  Area,Ready To Move,other,4 BHK,3150.0,4.0,3.0,180.0,4,5714.285714285715
10409,Built-up  Area,Ready To Move,Naganathapura,1 Bedroom,1200.0,1.0,0.0,39.82,1,3318.333333333333
10410,Built-up  Area,Ready To Move,other,5 Bedroom,3520.0,6.0,1.0,460.0,5,13068.181818181818
10411,Super built-up  Area,Ready To Move,Jigani,2 BHK,918.0,2.0,2.0,56.0,2,6100.217864923748
10412,Super built-up  Area,Ready To Move,other,3 BHK,1330.0,2.0,2.0,68.0,3,5112.7819548872185
10413,Built-up  Area,Ready To Move,Munnekollal,3 BHK,1540.0,2.0,3.0,70.0,3,4545.454545454545
10414,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1200.0,2.0,2.0,80.0,2,6666.666666666667
10415,Super built-up  Area,18-Dec,other,2 BHK,927.0,2.0,2.0,37.0,2,3991.370010787487
10416,Built-up  Area,19-Jun,Sarjapur,4 Bedroom,2585.5,4.0,0.0,115.0,4,4447.882421195127
10417,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1400.0,2.0,2.0,78.0,3,5571.428571428572
10418,Built-up  Area,Ready To Move,1st Phase JP Nagar,4 Bedroom,1900.0,3.0,1.0,400.0,4,21052.63157894737
10419,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1510.0,2.0,3.0,80.0,2,5298.013245033113
10420,Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,2.708601981443623,,27.0,1,5142.857142857143
10421,Plot  Area,18-Aug,ITPL,3 Bedroom,1500.0,3.0,1.0,61.52,3,4101.333333333333
10422,Super built-up  Area,19-Dec,Yelahanka,1 BHK,827.5,1.0,0.0,42.535,1,5140.181268882176
10423,Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1100.0,2.0,2.0,72.0,3,6545.454545454545
10424,Built-up  Area,Ready To Move,other,3 Bedroom,1200.0,3.0,1.0,68.0,3,5666.666666666667
10425,Carpet  Area,19-Jun,Hormavu,4 BHK,2282.0,4.0,0.0,115.0,4,5039.439088518843
10426,Built-up  Area,Ready To Move,other,2 BHK,760.0,2.0,1.0,37.49,2,4932.894736842105
10427,Plot  Area,Ready To Move,Sarjapur,3 Bedroom,2172.0,3.0,0.0,100.0,3,4604.051565377532
10428,Super built-up  Area,Ready To Move,other,6 BHK,3800.0,6.0,,390.0,6,10263.157894736842
10429,Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,3300.0,3.0,2.0,165.0,3,5000.0
10430,Super built-up  Area,19-Mar,Thubarahalli,3 BHK,1242.0,3.0,1.0,51.0,3,4106.280193236715
10431,Plot  Area,Ready To Move,other,1 Bedroom,410.0,1.0,1.0,48.0,1,11707.317073170732
10432,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1245.0,2.0,2.0,43.58,3,3500.401606425703
10433,Built-up  Area,Ready To Move,Kadugodi,2 BHK,1088.0,2.0,2.0,44.0,2,4044.117647058824
10434,Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1200.0,2.0,0.0,46.0,2,3833.3333333333335
10435,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1995.0,3.0,1.0,100.0,3,5012.5313283208025
10436,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1309.0,2.0,1.0,82.0,2,6264.323911382735
10437,Super built-up  Area,Ready To Move,BTM 1st Stage,3 BHK,1717.0,3.0,2.0,200.0,3,11648.223645894
10438,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,2100.0,3.0,2.0,200.0,3,9523.809523809525
10439,Plot  Area,Ready To Move,other,2 Bedroom,880.0,1.0,0.0,90.0,2,10227.272727272728
10440,Super built-up  Area,18-Aug,other,3 BHK,1250.0,3.0,2.0,42.0,3,3360.0
10441,Super built-up  Area,Ready To Move,Hebbal,3 BHK,3520.0,5.0,2.0,240.0,3,6818.181818181818
10442,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1041.0,2.0,2.0,54.0,2,5187.319884726225
10443,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1505.0,2.0,2.0,60.0,3,3986.710963455149
10444,Super built-up  Area,18-Jul,Bannerghatta,3 BHK,1776.0,3.0,2.0,150.0,3,8445.945945945947
10445,Super built-up  Area,Ready To Move,Bellandur,3 BHK,1767.0,3.0,2.0,89.0,3,5036.785512167516
10446,Super built-up  Area,Ready To Move,Kengeri,2 BHK,1320.0,2.0,1.0,50.0,2,3787.878787878788
10447,Built-up  Area,Ready To Move,other,2 BHK,1280.0,2.0,2.0,68.48,2,5350.0
10448,Super built-up  Area,19-Mar,Thanisandra,2 BHK,1245.0,2.0,1.0,83.05,2,6670.682730923695
10449,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1027.0,1.0,2.0,44.0,2,4284.323271665044
10450,Built-up  Area,Ready To Move,Yelenahalli,2 BHK,1200.0,2.0,,46.17,2,3847.5
10451,Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100.0,3.0,2.0,58.0,3,5272.727272727273
10452,Plot  Area,Ready To Move,other,3 Bedroom,1065.0,3.0,1.0,72.0,3,6760.56338028169
10453,Super built-up  Area,21-Dec,Kannamangala,3 BHK,1814.0,3.0,1.0,129.0,3,7111.35611907387
10454,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,1610.0,2.0,1.0,112.0,3,6956.521739130435
10455,Built-up  Area,Ready To Move,Kumaraswami Layout,1 Bedroom,850.0,1.0,1.0,78.0,1,9176.470588235294
10456,Super built-up  Area,18-Jul,Kasavanhalli,3 BHK,1600.0,3.0,3.0,79.0,3,4937.5
10457,Super built-up  Area,Ready To Move,other,3 BHK,3200.0,4.0,2.0,140.0,3,4375.0
10458,Built-up  Area,Ready To Move,other,3 BHK,1250.0,2.0,1.0,77.13,3,6170.4
10459,Super built-up  Area,Ready To Move,other,3 BHK,1475.0,3.0,3.0,75.0,3,5084.745762711865
10460,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1353.0,2.0,3.0,75.0,2,5543.237250554324
10461,Carpet  Area,Ready To Move,other,4 Bedroom,2100.0,3.0,0.0,210.0,4,10000.0
10462,Super built-up  Area,21-Aug,Electronics City Phase 1,3 BHK,1750.0,3.0,2.0,58.0,3,3314.285714285714
10463,Plot  Area,Ready To Move,Whitefield,4 Bedroom,4800.0,4.0,3.0,550.0,4,11458.333333333334
10464,Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1270.0,2.0,1.0,96.0,2,7559.055118110236
10465,Built-up  Area,Ready To Move,Battarahalli,4 Bedroom,2700.0,3.0,0.0,75.0,4,2777.777777777778
10466,Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,1200.0,4.0,2.0,270.0,4,22500.0
10467,Built-up  Area,19-May,Thanisandra,4 BHK,2695.0,4.0,3.0,188.0,4,6975.881261595548
10468,Super built-up  Area,Ready To Move,other,3 BHK,1330.0,3.0,2.0,65.0,3,4887.2180451127815
10469,Built-up  Area,Ready To Move,Electronic City,2 BHK,660.0,1.0,0.0,18.0,2,2727.2727272727275
10470,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,1400.0,2.0,3.0,90.0,2,6428.571428571428
10471,Built-up  Area,Ready To Move,Gubbalala,4 BHK,4000.0,5.0,1.0,195.0,4,4875.0
10472,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1700.0,3.0,2.0,75.0,3,4411.764705882353
10473,Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1585.0,2.0,2.0,90.0,2,5678.233438485804
10474,Super built-up  Area,Ready To Move,Kothanur,3 BHK,1385.0,3.0,3.0,67.0,3,4837.545126353791
10475,Super built-up  Area,18-Jul,Electronic City,2 BHK,1128.0,2.0,1.0,67.0,2,5939.7163120567375
10476,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1203.0,2.0,2.0,60.0,2,4987.5311720698255
10477,Super built-up  Area,Ready To Move,Mallasandra,2 BHK,905.0,2.0,1.0,35.0,2,3867.403314917127
10478,Super built-up  Area,19-Mar,Hennur Road,3 BHK,1450.0,3.0,2.0,79.0,3,5448.275862068966
10479,Super built-up  Area,Ready To Move,Varthur,2 BHK,1105.0,2.0,3.0,38.0,2,3438.914027149321
10480,Plot  Area,18-Apr,Channasandra,2 Bedroom,1200.0,2.0,1.0,46.13,2,3844.1666666666665
10481,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1530.0,2.0,3.0,89.0,3,5816.993464052288
10482,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1105.0,2.0,1.0,35.4,2,3203.6199095022625
10483,Super built-up  Area,18-Jul,Dasarahalli,2 BHK,1333.0,2.0,1.0,78.56,2,5893.473368342085
10484,Built-up  Area,17-Sep,other,2 BHK,1065.0,2.0,2.0,45.0,2,4225.352112676056
10485,Plot  Area,Immediate Possession,Hosur Road,2 BHK,1350.0,2.708601981443623,,8.44,2,625.1851851851852
10486,Super built-up  Area,18-Dec,Old Madras Road,3 BHK,1530.0,3.0,2.0,76.34,3,4989.5424836601305
10487,Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,1200.0,2.0,1.0,65.0,2,5416.666666666667
10488,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1270.0,2.0,1.0,94.0,2,7401.574803149606
10489,Super built-up  Area,Ready To Move,Bellandur,3 BHK,1830.0,3.0,3.0,89.0,3,4863.3879781420765
10490,Super built-up  Area,Ready To Move,Chandapura,2 BHK,900.0,2.0,3.0,35.0,2,3888.8888888888887
10491,Plot  Area,Ready To Move,Attibele,4 Bedroom,2400.0,2.0,2.0,250.0,4,10416.666666666666
10492,Plot  Area,Ready To Move,other,6 Bedroom,7000.0,6.0,2.0,560.0,6,8000.0
10493,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1450.0,2.0,2.0,78.0,3,5379.310344827586
10494,Super built-up  Area,Ready To Move,other,3 BHK,1525.0,3.0,3.0,65.0,3,4262.295081967213
10495,Built-up  Area,Ready To Move,Mahalakshmi Layout,2 BHK,1080.0,2.0,1.0,67.0,2,6203.703703703704
10496,Built-up  Area,Ready To Move,other,2 BHK,1220.0,2.0,2.0,72.0,2,5901.639344262295
10497,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1355.0,2.0,0.0,73.17,2,5400.0
10498,Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,2400.0,3.0,0.0,348.0,3,14500.0
10499,Super built-up  Area,Ready To Move,other,2 BHK,1500.0,2.0,2.0,60.0,2,4000.0
10500,Built-up  Area,Ready To Move,Koramangala,2 BHK,1355.0,2.0,2.0,95.0,2,7011.070110701107
10501,Built-up  Area,17-Jul,Electronic City,2 BHK,1070.0,2.0,1.0,57.0,2,5327.102803738318
10502,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1980.0,4.0,1.0,180.0,3,9090.90909090909
10503,Super built-up  Area,Ready To Move,Bommasandra,2 BHK,842.0,2.0,2.0,30.0,2,3562.945368171021
10504,Super built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,700.0,1.0,1.0,31.2,1,4457.142857142857
10505,Built-up  Area,Ready To Move,other,3 BHK,2500.0,4.0,,65.0,3,2600.0
10506,Built-up  Area,Ready To Move,other,3 Bedroom,1884.0,3.0,2.0,95.0,3,5042.462845010616
10507,Built-up  Area,Ready To Move,other,2 BHK,1100.0,2.0,2.0,75.0,2,6818.181818181818
10508,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1185.0,2.0,2.0,43.5,2,3670.8860759493673
10509,Super built-up  Area,Ready To Move,Varthur,3 BHK,2145.0,3.0,2.0,170.0,3,7925.407925407925
10510,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1220.0,2.0,1.0,89.0,2,7295.081967213115
10511,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,1192.0,2.0,3.0,75.0,2,6291.946308724832
10512,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1449.0,3.0,2.0,110.0,3,7591.44237405107
10513,Plot  Area,Ready To Move,Ardendale,3 Bedroom,2500.0,3.0,1.0,250.0,3,10000.0
10514,Built-up  Area,Ready To Move,Electronic City,3 BHK,1700.0,3.0,2.0,90.0,3,5294.117647058823
10515,Super built-up  Area,18-Aug,Hebbal,3 BHK,1920.0,3.0,2.0,150.0,3,7812.5
10516,Plot  Area,Ready To Move,other,2 Bedroom,1350.0,2.0,0.0,90.0,2,6666.666666666667
10517,Plot  Area,Ready To Move,other,4 Bedroom,4800.0,5.0,2.0,350.0,4,7291.666666666667
10518,Built-up  Area,Ready To Move,other,3 BHK,1700.0,3.0,2.0,74.0,3,4352.941176470588
10519,Super built-up  Area,19-Dec,Hoodi,2 BHK,1447.0,3.0,2.0,76.0,2,5252.24602626123
10520,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1329.0,2.0,1.0,107.0,2,8051.166290443943
10521,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1314.0,2.0,2.0,70.44,3,5360.730593607306
10522,Plot  Area,Ready To Move,other,3 Bedroom,1200.0,3.0,2.0,110.0,3,9166.666666666666
10523,Super built-up  Area,19-Mar,Hosa Road,3 BHK,1513.0,3.0,1.0,103.0,3,6807.666886979511
10524,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2.0,1.0,67.5,2,5417.335473515249
10525,Super built-up  Area,Ready To Move,Ganga Nagar,1 BHK,705.0,1.0,1.0,65.0,1,9219.85815602837
10526,Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,1220.0,2.0,2.0,62.0,2,5081.9672131147545
10527,Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,1800.0,2.0,1.0,45.0,3,2500.0
10528,Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,1400.0,3.0,2.0,75.0,3,5357.142857142857
10529,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1245.0,2.0,2.0,80.0,2,6425.70281124498
10530,Super built-up  Area,Ready To Move,other,3 BHK,1495.0,2.0,1.0,63.0,3,4214.046822742475
10531,Plot  Area,Ready To Move,Nagavara,3 Bedroom,2000.0,2.0,2.0,275.0,3,13750.0
10532,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,996.0,2.0,2.0,36.5,2,3664.658634538153
10533,Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,1000.0,2.0,1.0,44.0,2,4400.0
10534,Built-up  Area,Ready To Move,other,2 BHK,1250.0,2.0,3.0,75.0,2,6000.0
10535,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1261.0,2.0,1.0,80.0,3,6344.171292624901
10536,Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1080.0,2.0,2.0,46.0,2,4259.259259259259
10537,Super built-up  Area,Ready To Move,other,2 BHK,1230.0,2.0,1.0,50.0,2,4065.040650406504
10538,Super built-up  Area,18-Mar,Kammasandra,2 BHK,982.0,2.0,2.0,25.53,2,2599.79633401222
10539,Super built-up  Area,18-May,Bommasandra,3 BHK,1260.0,3.0,1.0,49.36,3,3917.4603174603176
10540,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,1590.0,2.0,2.0,135.0,3,8490.566037735849
10541,Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1220.0,2.0,2.0,39.0,2,3196.72131147541
10542,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1320.0,2.0,1.0,38.12,3,2887.8787878787875
10543,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1750.0,3.0,2.0,105.0,3,6000.0
10544,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1436.0,2.0,3.0,62.15,3,4327.994428969359
10545,Plot  Area,18-Apr,TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.0,3,5500.0
10546,Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,1500.0,2.0,,140.0,2,9333.333333333334
10547,Super built-up  Area,Ready To Move,Varthur,3 BHK,1560.0,3.0,2.0,90.0,3,5769.2307692307695
10548,Super built-up  Area,19-Jan,Whitefield,3 BHK,3758.0,3.0,1.0,300.0,3,7982.969664715274
10549,Super built-up  Area,Ready To Move,other,2 BHK,1275.0,2.0,2.0,59.0,2,4627.450980392156
10550,Super built-up  Area,Ready To Move,other,2 BHK,1040.0,2.0,2.0,36.4,2,3500.0
10551,Super built-up  Area,Ready To Move,Bellandur,3 BHK,2400.0,3.0,2.0,115.0,3,4791.666666666667
10552,Plot  Area,18-May,Kaggalipura,4 Bedroom,3150.0,5.0,1.0,212.0,4,6730.158730158731
10553,Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,1960.0,3.0,2.0,165.0,3,8418.367346938776
10554,Super built-up  Area,Ready To Move,JP Nagar,4 BHK,3200.0,5.0,3.0,309.0,4,9656.25
10555,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1195.0,2.0,0.0,53.105,2,4443.933054393306
10556,Super built-up  Area,Ready To Move,Hosakerehalli,5 BHK,4500.0,5.0,2.0,145.0,5,3222.222222222222
10557,Plot  Area,18-Apr,other,4 Bedroom,4304.0,4.0,2.0,699.0,4,16240.706319702602
10558,Super built-up  Area,18-Jun,other,1 BHK,648.0,1.0,1.0,40.0,1,6172.83950617284
10559,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2100.0,3.0,2.0,130.0,3,6190.476190476191
10560,Super built-up  Area,19-Dec,other,4 BHK,4209.0,4.0,2.0,602.0,4,14302.684723212164
10561,Super built-up  Area,Ready To Move,Kudlu,2 BHK,1027.0,2.0,1.0,44.0,2,4284.323271665044
10562,Plot  Area,Ready To Move,Whitefield,4 Bedroom,1575.0,4.0,3.0,250.0,4,15873.015873015873
10563,Super built-up  Area,18-May,Bommasandra,3 BHK,1365.0,3.0,1.0,52.82,3,3869.5970695970695
10564,Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,650.0,1.0,1.0,18.0,1,2769.230769230769
10565,Plot  Area,18-Nov,Chandapura,3 Bedroom,1200.0,2.0,1.0,52.0,3,4333.333333333333
10566,Super built-up  Area,Ready To Move,Cooke Town,2 BHK,1100.0,2.0,3.0,90.0,2,8181.818181818182
10567,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1075.0,2.0,1.0,57.0,3,5302.325581395349
10568,Super built-up  Area,Ready To Move,Banashankari,2 BHK,1100.0,2.0,1.0,63.0,2,5727.272727272727
10569,Super built-up  Area,Ready To Move,other,3 BHK,1320.0,2.0,1.0,58.0,3,4393.939393939394
10570,Super built-up  Area,Ready To Move,Kammasandra,3 BHK,1500.0,3.0,2.0,65.0,3,4333.333333333333
10571,Plot  Area,Ready To Move,other,4 Bedroom,1200.0,5.0,1.0,150.0,4,12500.0
